"location","time","life_expectancy","fertility_rate","pop_mlns"
"TUR",1966,52.2,5.7,31.936
"TUR",1967,52.9,5.5,32.75
"TUR",1968,53.4,5.3,33.586
"TUR",1969,53.8,5.2,34.443
"TUR",1970,54.2,5,35.321
"TUR",1971,54.6,5,36.215
"TUR",1972,55,5,37.133
"TUR",1973,55.4,5.6,38.073
"TUR",1974,55.7,5.5,39.037
"TUR",1975,56.1,5.3,40.026
"TUR",1976,56.5,5.2,40.916
"TUR",1977,56.9,4.9,41.769
"TUR",1978,57.3,5.1,42.641
"TUR",1979,57.7,4.8,43.531
"TUR",1980,58.1,4.6,44.439
"TUR",1981,58.5,4.4,45.54
"TUR",1982,58.9,4.2,46.688
"TUR",1983,59.7,4.1,47.864
"TUR",1984,60.9,3.9,49.07
"TUR",1985,62.1,3.8,50.307
"TUR",1986,63.2,3.6,51.48
"TUR",1987,64.4,3.4,52.37
"TUR",1988,65.2,3.3,53.268
"TUR",1989,65.7,3.4,54.192
"TUR",1990,67.5,3.1,55.12
"TUR",1991,67.8,3,56.055
"TUR",1992,68.2,2.9,56.986
"TUR",1993,68.5,2.9,57.913
"TUR",1994,68.9,2.8,58.837
"TUR",1995,69.3,2.8,59.756
"TUR",1996,69.7,2.7,60.671
"TUR",1997,70.1,2.6,61.582
"TUR",1998,70.3,2.6,62.464
"TUR",1999,70.7,2.5,63.364
"TUR",2000,71.1,2.3,64.26875
"TUR",2001,71.5,2.4,65.16633
"TUR",2002,71.9,2.2,66.00251
"TUR",2003,72.3,2.1,66.79455
"TUR",2004,72.7,2.1,67.59873
"TUR",2005,73.1,2.1,68.43538
"TUR",2006,73.4,2.1,69.29525
"TUR",2007,73.7,2.2,70.15811
"TUR",2008,73.9,2.2,71.05168
"TUR",2009,74.1,2.1,72.0392
"TUR",2010,74.3,2.1,73.14215
"TUR",2011,74.6,2,74.22363
"TUR",2012,74.6,2.1,75.17583
"TUR",2013,78,2.1,76.05462
"TUR",2014,78,2.2,76.90287
"GBR",1960,70.8,2.7,52.373
"GBR",1961,70.7,2.8,52.807
"GBR",1970,71.9,2.4,55.632
"GBR",1971,71.9,2.4,55.928
"GBR",1980,73.2,1.9,56.33
"GBR",1981,73.8,1.8,56.357
"GBR",1982,74.1,1.8,56.291
"GBR",1983,74.3,1.8,56.316
"GBR",1984,74.5,1.8,56.409
"GBR",1985,74.7,1.8,56.554
"GBR",1986,74.8,1.8,56.684
"GBR",1987,75.2,1.8,56.804
"GBR",1988,75.3,1.8,56.916
"GBR",1989,75.4,1.8,57.076
"GBR",1990,75.7,1.8,57.237
"GBR",1991,75.9,1.8,57.439
"GBR",1992,76.3,1.8,57.585
"GBR",1993,76.2,1.8,57.714
"GBR",1994,76.8,1.7,57.862
"GBR",1995,76.7,1.7,58.025
"GBR",1996,76.9,1.7,58.164
"GBR",1997,77.2,1.7,58.314
"GBR",1998,77.3,1.7,58.475
"GBR",1999,77.5,1.7,58.684
"GBR",2000,77.9,1.6,58.886
"GBR",2001,78.2,1.6,59.113
"GBR",2002,78.3,1.6,58.56963
"GBR",2003,78.4,1.7,58.83895
"GBR",2004,79,1.8,59.14912
"GBR",2005,79.2,1.8,59.59104
"GBR",2006,79.5,1.8,60.00257
"GBR",2007,79.7,1.9,60.48182
"GBR",2008,79.8,1.9,60.98238
"GBR",2009,80.4,1.9,61.42372
"GBR",2010,80.6,1.9,61.91464
"GBR",2011,81,1.9,62.4352
"GBR",2012,81,1.9,62.8588
"GBR",2013,81.1,1.8,63.23794
"GBR",2014,81.4,1.8,63.65001
"USA",1960,69.9,3.7,180.6712
"USA",1961,70.4,3.6,183.6915
"USA",1962,70.2,3.5,186.5377
"USA",1963,70,3.3,189.2418
"USA",1964,70.3,3.2,191.8888
"USA",1965,70.3,2.9,194.303
"USA",1966,70.3,2.7,196.5603
"USA",1967,70.7,2.6,198.7121
"USA",1968,70.4,2.5,200.706
"USA",1969,70.6,2.5,202.677
"USA",1970,70.9,2.5,205.0522
"USA",1971,71.2,2.3,207.6607
"USA",1972,71.3,2,209.896
"USA",1973,71.5,1.9,211.9088
"USA",1974,72.1,1.8,213.8539
"USA",1975,72.7,1.8,215.9732
"USA",1976,73,1.7,218.0352
"USA",1977,73.4,1.8,220.2394
"USA",1978,73.5,1.8,222.5845
"USA",1979,73.9,1.8,225.0555
"USA",1980,73.7,1.8,227.2247
"USA",1981,74.1,1.8,229.4657
"USA",1982,74.5,1.8,231.6645
"USA",1983,74.6,1.8,233.792
"USA",1984,74.7,1.8,235.8249
"USA",1985,74.7,1.8,237.9238
"USA",1986,74.7,1.8,240.1329
"USA",1987,74.9,1.9,242.2889
"USA",1988,74.9,1.9,244.499
"USA",1989,75.1,2,246.8192
"USA",1990,75.3,2.1,249.6228
"USA",1991,75.5,2.1,252.9809
"USA",1992,75.7,2,256.5142
"USA",1993,75.5,2,259.9186
"USA",1994,75.7,2,263.1258
"USA",1995,75.7,2,266.2784
"USA",1996,76.1,2,269.3943
"USA",1997,76.5,2,272.6469
"USA",1998,76.7,2,275.8541
"USA",1999,76.7,2,279.0402
"USA",2000,76.7,2.1,282.1624
"USA",2001,76.9,2,284.969
"USA",2002,77,2,287.6252
"USA",2003,77.1,2,290.1079
"USA",2004,77.6,2,292.8053
"USA",2005,77.6,2.1,295.5166
"USA",2006,77.8,2.1,298.3799
"USA",2007,78.1,2.1,301.2312
"USA",2008,78.1,2.1,304.094
"USA",2009,78.5,2,306.7715
"USA",2010,78.6,1.9,309.3471
"USA",2011,78.7,1.9,311.7216
"USA",2012,78.8,1.9,314.1121
"USA",2013,78.8,1.9,316.498
"USA",2014,78.9,1.9,318.857
"BRA",1960,54.3,6.1,69.717
"BRA",1961,54.8,6,71.818
"BRA",1962,55.3,6,73.969
"BRA",1963,55.8,5.9,76.169
"BRA",1964,56.3,5.8,78.414
"BRA",1965,56.8,5.7,80.703
"BRA",1966,57.3,5.6,83.033
"BRA",1967,57.8,5.5,85.402
"BRA",1968,58.3,5.3,87.807
"BRA",1969,58.8,5.2,90.246
"BRA",1970,59.2,5,92.716
"BRA",1971,59.6,4.9,95.215
"BRA",1972,60,4.8,97.741
"BRA",1973,60.3,4.6,100.291
"BRA",1974,60.6,4.6,102.861
"BRA",1975,60.9,4.5,105.45
"BRA",1976,61.1,4.4,108.054
"BRA",1977,61.3,4.3,110.671
"BRA",1978,61.6,4.2,113.297
"BRA",1979,61.8,4.2,115.929
"BRA",1980,62.1,4.1,118.5625
"BRA",1981,62.4,4,121.3813
"BRA",1982,62.7,3.9,124.2508
"BRA",1983,63,3.7,127.1404
"BRA",1984,63.3,3.6,130.0825
"BRA",1985,63.6,3.5,132.9993
"BRA",1986,64,3.4,135.8143
"BRA",1987,64.3,3.2,138.5859
"BRA",1988,64.7,3.1,141.313
"BRA",1989,65.1,3,143.9973
"BRA",1990,65.4,2.9,146.5926
"BRA",1991,65.8,2.8,149.0943
"BRA",1992,66.3,2.8,151.5468
"BRA",1993,66.7,2.7,153.9856
"BRA",1994,67.2,2.6,156.431
"BRA",1995,67.7,2.6,158.875
"BRA",1996,68.2,2.5,161.3232
"BRA",1997,68.7,2.5,163.7798
"BRA",1998,69.2,2.4,166.2521
"BRA",1999,69.7,2.4,168.7535
"BRA",2000,70.1,2.3,171.2799
"BRA",2001,70.6,2.2,172.7424
"BRA",2002,70.9,2.2,175.0766
"BRA",2003,71.3,2.1,177.3603
"BRA",2004,71.6,2,183.4393
"BRA",2005,71.9,2,185.6514
"BRA",2006,72.2,1.9,187.8518
"BRA",2007,72.5,1.9,189.9539
"BRA",2008,72.8,1.9,191.9998
"BRA",2009,73.1,1.8,193.9951
"BRA",2010,73.4,1.8,193.2526
"BRA",2011,73.6,1.8,197.8253
"BRA",2012,73.9,1.8,199.6889
"BRA",2013,74.2,1.8,201.4671
"CHL",1970,62.3,4,9.569631
"CHL",1990,72.9,2.6,13.17878
"CHL",1991,74,2.6,13.42201
"CHL",1992,74.5,2.6,13.66524
"CHL",1993,74.5,2.5,13.90847
"CHL",1994,75,2.4,14.15171
"CHL",1995,74.8,2.4,14.39494
"CHL",1996,75.2,2.3,14.5955
"CHL",1997,75.7,2.2,14.79608
"CHL",1998,75.8,2.2,14.99665
"CHL",1999,76,2.1,15.19721
"CHL",2000,76.8,2.1,15.39778
"CHL",2001,76.8,2,15.57168
"CHL",2002,77.2,1.9,15.66827
"CHL",2003,77.2,1.9,15.83784
"CHL",2004,77.2,1.9,16.00167
"CHL",2005,77.6,1.8,16.16532
"CHL",2006,78,1.8,16.33217
"CHL",2007,77.5,1.9,16.50487
"CHL",2008,78.1,1.9,16.68685
"CHL",2009,78.2,1.9,16.87677
"CHL",2010,78,1.9,17.06614
"CHL",2011,78.7,1.9,17.25553
"CHL",2012,78.7,1.8,17.4448
"CHL",2013,79.5,1.8,17.63158
"CHL",2014,79.7,1.9,17.81905
"CHN",1960,43.4,5.7,650.7126
"CHN",1961,43.7,5.9,660.735
"CHN",1962,44.4,6.1,671.1549
"CHN",1963,45.6,6.2,682.6161
"CHN",1964,47.2,6.3,695.9187
"CHN",1965,49.2,6.4,711.5829
"CHN",1966,51.3,6.4,729.2626
"CHN",1967,53.5,6.3,749.1154
"CHN",1968,55.5,6.1,770.5073
"CHN",1969,57.2,5.9,792.5192
"CHN",1970,58.7,5.6,814.4229
"CHN",1971,59.9,5.3,835.6502
"CHN",1972,61,5,856.5981
"CHN",1973,61.9,4.6,876.8586
"CHN",1974,62.8,4.2,895.9727
"CHN",1975,63.6,3.8,913.6462
"CHN",1976,64.3,3.5,929.4601
"CHN",1977,65,3.2,943.7886
"CHN",1978,65.6,2.9,957.1787
"CHN",1979,66.1,2.8,970.4154
"CHN",1980,66.6,2.6,984.1217
"CHN",1981,67,2.6,998.0024
"CHN",1982,67.3,2.6,1012.373
"CHN",1983,67.7,2.6,1027.641
"CHN",1984,67.9,2.6,1044.253
"CHN",1985,68.2,2.7,1062.446
"CHN",1986,68.4,2.7,1082.005
"CHN",1987,68.6,2.7,1103.076
"CHN",1988,68.8,2.6,1124.793
"CHN",1989,68.9,2.5,1145.942
"CHN",1990,69.1,2.4,1165.429
"CHN",1991,69.2,2.2,1183.008
"CHN",1992,69.4,2,1198.875
"CHN",1993,69.6,1.9,1213.104
"CHN",1994,69.7,1.7,1225.922
"CHN",1995,70,1.6,1237.531
"CHN",1996,70.2,1.6,1247.897
"CHN",1997,70.6,1.5,1257.022
"CHN",1998,70.9,1.5,1265.223
"CHN",1999,71.3,1.5,1272.915
"CHN",2000,71.8,1.5,1280.429
"CHN",2001,72.2,1.5,1287.891
"CHN",2002,72.7,1.5,1295.322
"CHN",2003,73.1,1.5,1302.81
"CHN",2004,73.5,1.6,1310.414
"CHN",2005,73.8,1.6,1318.177
"CHN",2006,74.1,1.6,1326.146
"CHN",2007,74.4,1.6,1334.344
"CHN",2008,74.6,1.6,1342.733
"CHN",2009,74.8,1.6,1351.248
"CHN",2010,75,1.6,1359.822
"CHN",2011,75.2,1.6,1368.44
"CHN",2012,75.4,1.6,1377.065
"CHN",2013,75.6,1.6,1385.567
"EST",1960,68.9,2,1.211537
"EST",1961,69.2,2,1.225076
"EST",1962,69.4,2,1.241622
"EST",1963,69.5,1.9,1.258857
"EST",1964,70.3,1.9,1.277086
"EST",1965,70.3,1.9,1.294566
"EST",1966,70.4,1.9,1.308596
"EST",1967,70.6,1.9,1.318946
"EST",1968,70.2,2,1.331213
"EST",1969,69.9,2.1,1.345249
"EST",1970,70,2.2,1.360076
"EST",1971,70.3,2.2,1.376955
"EST",1972,70.1,2.1,1.392518
"EST",1973,70.4,2.1,1.405951
"EST",1974,70.5,2.1,1.418169
"EST",1975,69.9,2,1.429351
"EST",1976,69.5,2.1,1.439576
"EST",1977,69.6,2.1,1.450211
"EST",1978,69.4,2,1.460188
"EST",1979,69.2,2,1.468333
"EST",1980,69.3,2,1.477218
"EST",1981,69.1,2.1,1.487666
"EST",1982,69.7,2.1,1.498414
"EST",1983,69.6,2.2,1.508745
"EST",1984,69.5,2.2,1.518616
"EST",1985,69.6,2.1,1.528781
"EST",1986,70.7,2.2,1.54019
"EST",1987,70.7,2.3,1.55222
"EST",1988,70.8,2.3,1.561899
"EST",1989,70.3,2.2,1.56813
"EST",1990,69.8,2.1,1.569174
"EST",1991,69.7,1.8,1.561313
"EST",1992,69.1,1.7,1.53309
"EST",1993,68.2,1.5,1.494127
"EST",1994,66.8,1.4,1.462513
"EST",1995,67.9,1.4,1.436633
"EST",1996,69.9,1.4,1.415594
"EST",1997,70.1,1.3,1.399535
"EST",1998,69.7,1.3,1.386155
"EST",1999,70.6,1.3,1.380619
"EST",2000,71,1.4,1.396985
"EST",2001,70.9,1.3,1.388115
"EST",2002,71.4,1.4,1.37935
"EST",2003,71.8,1.4,1.37072
"EST",2004,72.4,1.5,1.36255
"EST",2005,72.9,1.5,1.354775
"EST",2006,73.1,1.6,1.34681
"EST",2007,73.2,1.7,1.34068
"EST",2008,74.2,1.7,1.33709
"EST",2009,75.2,1.7,1.334515
"EST",2010,75.9,1.7,1.331475
"EST",2011,76.4,1.6,1.327439
"EST",2012,76.5,1.6,1.322696
"EST",2013,77.3,1.5,1.317997
"EST",2014,77.2,1.5,1.315819
"IND",1960,41.2,5.9,449.5214
"IND",1961,41.8,5.9,458.496
"IND",1962,42.4,5.9,467.8056
"IND",1963,43,5.9,477.457
"IND",1964,43.7,5.9,487.4641
"IND",1965,44.3,5.8,497.8542
"IND",1966,45,5.8,508.4673
"IND",1967,45.7,5.8,519.47
"IND",1968,46.4,5.7,530.8898
"IND",1969,47,5.6,542.7511
"IND",1970,47.7,5.6,555.0637
"IND",1971,48.4,5.5,567.6116
"IND",1972,49.1,5.4,580.5688
"IND",1973,49.8,5.4,593.9493
"IND",1974,50.4,5.3,607.7719
"IND",1975,51.1,5.2,622.0544
"IND",1976,51.7,5.1,636.6017
"IND",1977,52.3,5,651.5868
"IND",1978,52.8,5,666.9718
"IND",1979,53.4,4.9,682.699
"IND",1980,53.9,4.8,698.7208
"IND",1981,54.3,4.8,714.7706
"IND",1982,54.7,4.7,731.0479
"IND",1983,55.1,4.6,747.5671
"IND",1984,55.5,4.6,764.3536
"IND",1985,55.9,4.5,781.4219
"IND",1986,56.2,4.4,798.4903
"IND",1987,56.6,4.3,815.7924
"IND",1988,57,4.2,833.2754
"IND",1989,57.5,4.1,850.8645
"IND",1990,58,4,868.8907
"IND",1991,58.4,4,886.3487
"IND",1992,59,3.9,903.7496
"IND",1993,59.5,3.8,921.1076
"IND",1994,60,3.7,938.4526
"IND",1995,60.5,3.7,955.8044
"IND",1996,60.9,3.6,973.1476
"IND",1997,61.4,3.5,990.4601
"IND",1998,61.8,3.4,1007.747
"IND",1999,62.2,3.4,1025.015
"IND",2000,62.7,3.3,1042.262
"IND",2001,63,3.2,1059.501
"IND",2002,63.4,3.2,1076.706
"IND",2003,63.8,3.1,1093.787
"IND",2004,64.2,3,1110.626
"IND",2005,64.5,3,1127.144
"IND",2006,64.9,2.9,1143.289
"IND",2007,65.3,2.8,1159.095
"IND",2008,65.7,2.7,1174.662
"IND",2009,66.1,2.7,1190.138
"IND",2010,66.5,2.6,1205.625
"IND",2011,66.9,2.5,1221.156
"IND",2012,67.3,2.5,1236.687
"IND",2013,67.7,2.4,1252.14
"IDN",1960,48.7,5.7,88.70762
"IDN",1961,49.3,5.7,90.85668
"IDN",1962,49.9,5.6,93.08653
"IDN",1963,50.5,5.6,95.40449
"IDN",1964,51.1,5.6,97.82113
"IDN",1965,51.7,5.6,100.3432
"IDN",1966,52.3,5.6,102.9184
"IDN",1967,52.8,5.6,105.5884
"IDN",1968,53.4,5.6,108.3459
"IDN",1969,54,5.5,111.1794
"IDN",1970,54.6,5.5,114.0802
"IDN",1971,55.1,5.4,116.9891
"IDN",1972,55.7,5.3,119.9551
"IDN",1973,56.2,5.3,122.9808
"IDN",1974,56.7,5.2,126.0701
"IDN",1975,57.3,5,129.2241
"IDN",1976,57.8,4.9,132.3799
"IDN",1977,58.3,4.8,135.5849
"IDN",1978,58.7,4.7,138.8407
"IDN",1979,59.2,4.6,142.1493
"IDN",1980,59.6,4.4,145.5103
"IDN",1981,60.1,4.3,148.8656
"IDN",1982,60.5,4.2,152.2624
"IDN",1983,60.9,4,155.6807
"IDN",1984,61.2,3.9,159.0928
"IDN",1985,61.6,3.7,162.4787
"IDN",1986,61.9,3.6,165.7661
"IDN",1987,62.3,3.5,169.0188
"IDN",1988,62.6,3.3,172.2445
"IDN",1989,62.9,3.2,175.4543
"IDN",1990,63.3,3.1,178.6332
"IDN",1991,63.7,3,181.7863
"IDN",1992,64,2.9,184.9168
"IDN",1993,64.4,2.8,188.0193
"IDN",1994,64.7,2.8,191.0857
"IDN",1995,65,2.7,194.1126
"IDN",1996,65.3,2.6,197.0979
"IDN",1997,65.6,2.6,200.0504
"IDN",1998,65.9,2.5,202.9909
"IDN",1999,66.1,2.5,205.9468
"IDN",2000,66.3,2.5,208.9387
"IDN",2001,66.5,2.5,211.9704
"IDN",2002,66.7,2.5,215.0383
"IDN",2003,66.8,2.5,218.1456
"IDN",2004,67,2.5,221.2938
"IDN",2005,67.2,2.5,224.4809
"IDN",2006,67.4,2.5,227.7098
"IDN",2007,67.6,2.5,230.9728
"IDN",2008,67.8,2.5,234.2435
"IDN",2009,68,2.5,237.4869
"IDN",2010,68.2,2.5,240.6765
"IDN",2011,68.4,2.5,243.8016
"IDN",2012,68.6,2.5,246.8642
"IDN",2013,68.8,2.4,249.8656
"ISR",1971,71.8,3.9,3.0951
"ISR",1972,71.5,3.7,3.225
"ISR",1973,71.7,3.7,3.3382
"ISR",1974,71.7,3.7,3.4216
"ISR",1975,72.1,3.7,3.4932
"ISR",1976,73,3.7,3.5754
"ISR",1977,73,3.5,3.6532
"ISR",1978,73.3,3.3,3.7376
"ISR",1979,73.6,3.2,3.8363
"ISR",1980,73.9,3.1,3.9217
"ISR",1981,74.3,3.1,3.9498
"ISR",1982,74.2,3.1,4.0207
"ISR",1983,74.5,3.2,4.1061
"ISR",1984,74.9,3.1,4.1591
"ISR",1985,75.3,3.1,4.233
"ISR",1986,75,3.1,4.2988
"ISR",1987,75.3,3.1,4.3689
"ISR",1988,75.7,3.1,4.4417
"ISR",1989,76.4,3,4.5182
"ISR",1990,76.7,3,4.6602
"ISR",1991,76.8,2.9,4.9491
"ISR",1992,76.6,2.9,5.1235
"ISR",1993,77.2,2.9,5.2614
"ISR",1994,77.5,2.9,5.3993
"ISR",1995,77.5,2.9,5.5449
"ISR",1996,78.2,2.9,5.6851
"ISR",1997,78.1,2.9,5.8289
"ISR",1998,78.2,3,5.9707
"ISR",1999,78.5,2.9,6.1253
"ISR",2000,78.8,3,6.2892
"ISR",2001,79.3,2.9,6.439
"ISR",2002,79.5,2.9,6.57
"ISR",2003,79.7,3,6.6897
"ISR",2004,80.2,2.9,6.809
"ISR",2005,80.2,2.8,6.9301
"ISR",2006,80.6,2.9,7.0537
"ISR",2007,80.6,2.9,7.1801
"ISR",2008,81,3,7.3088
"ISR",2009,81.5,3,7.4856
"ISR",2010,81.7,3,7.6236
"ISR",2011,81.7,3,7.7658
"ISR",2012,81.8,3.1,7.9105
"ISR",2013,82.1,3,8.059
"RUS",1960,66.2,2.5,119.9057
"RUS",1961,66.7,2.5,121.469
"RUS",1962,67.1,2.4,122.9705
"RUS",1963,67.4,2.3,124.3766
"RUS",1964,67.7,2.2,125.6448
"RUS",1965,67.8,2.1,126.7491
"RUS",1966,67.9,2.1,127.6746
"RUS",1967,68,2,128.4414
"RUS",1968,68,2,129.103
"RUS",1969,68,2,129.7342
"RUS",1970,68.3,2,130.3918
"RUS",1971,68.5,2,131.0955
"RUS",1972,68.4,2.1,131.838
"RUS",1973,68.4,2,132.6161
"RUS",1974,68.5,2,133.4172
"RUS",1975,67.9,2,134.2325
"RUS",1976,67.6,2,135.0639
"RUS",1977,67.5,2,135.9192
"RUS",1978,67.5,1.9,136.8013
"RUS",1979,67.3,1.9,137.7131
"RUS",1980,67.2,1.9,138.6554
"RUS",1981,67.4,1.9,139.6195
"RUS",1982,67.9,2,140.5983
"RUS",1983,67.8,2,141.5939
"RUS",1984,67.3,2.1,142.6098
"RUS",1985,68,2.1,143.033
"RUS",1986,69.5,2.1,144.23
"RUS",1987,69.6,2.2,145.461
"RUS",1988,69.6,2.1,146.494
"RUS",1989,69.3,2,147.332
"RUS",1990,69,1.9,147.969
"RUS",1991,68.8,1.7,148.394
"RUS",1992,67.8,1.5,148.538
"RUS",1993,65.3,1.4,148.459
"RUS",1994,64.3,1.4,148.408
"RUS",1995,64.9,1.3,148.376
"RUS",1996,66,1.3,148.16
"RUS",1997,66.8,1.2,147.915
"RUS",1998,67.2,1.2,147.671
"RUS",1999,66.1,1.2,147.215
"RUS",2000,65.6,1.2,146.597
"RUS",2001,65.5,1.2,145.976
"RUS",2002,65.3,1.3,145.306
"RUS",2003,65.2,1.3,144.649
"RUS",2004,65.6,1.3,144.067
"RUS",2005,65.7,1.3,143.519
"RUS",2006,66.9,1.3,143.05
"RUS",2007,67.7,1.4,142.805
"RUS",2008,68.1,1.5,142.742
"RUS",2009,68.8,1.5,142.785
"RUS",2010,69,1.6,142.849
"RUS",2011,69.8,1.6,142.961
"RUS",2012,70.2,1.7,143.207
"RUS",2013,70.7,1.7,143.507
"SVN",1982,71.2,1.9,1.910335
"SVN",1983,71,1.8,1.922322
"SVN",1984,71.4,1.8,1.932154
"SVN",1985,71.9,1.7,1.94164
"SVN",1986,72.4,1.7,1.980718
"SVN",1987,72.4,1.6,1.989462
"SVN",1988,73,1.6,1.999988
"SVN",1989,73.4,1.5,1.999404
"SVN",1990,73.8,1.5,1.99809
"SVN",1991,73.5,1.4,2.001768
"SVN",1992,73.6,1.3,1.995832
"SVN",1993,73.5,1.3,1.990623
"SVN",1994,74,1.3,1.98885
"SVN",1995,74.7,1.3,1.987505
"SVN",1996,75.1,1.3,1.991169
"SVN",1997,75.1,1.3,1.986848
"SVN",1998,75.3,1.2,1.982603
"SVN",1999,75.7,1.2,1.985557
"SVN",2000,76.1,1.3,1.990272
"SVN",2001,76.4,1.2,1.992035
"SVN",2002,76.6,1.2,1.995718
"SVN",2003,76.4,1.2,1.996773
"SVN",2004,77.2,1.3,1.997004
"SVN",2005,77.4,1.3,2.001114
"SVN",2006,78.3,1.3,2.008516
"SVN",2007,78.3,1.4,2.019406
"SVN",2008,79.1,1.5,2.022629
"SVN",2009,79.3,1.5,2.042335
"SVN",2010,79.8,1.6,2.049261
"SVN",2011,80.1,1.6,2.052496
"SVN",2012,80.2,1.6,2.056262
"SVN",2013,80.4,1.6,2.059114
"SVN",2014,81.2,1.6,2.061623
"ZAF",1991,62.4,3.5,36.199
"ZAF",1992,62.4,3.4,36.992
"ZAF",1993,62.3,3.3,37.802
"ZAF",1994,62,3.2,38.631
"ZAF",1995,61.5,3.1,39.477
"ZAF",1996,60.7,3,40.342
"ZAF",1997,59.7,3,41.227
"ZAF",1998,58.5,2.9,42.131
"ZAF",1999,57.2,2.9,43.054
"ZAF",2000,55.9,2.8,43.69
"ZAF",2001,54.6,2.8,44.56
"ZAF",2002,53.5,2.8,45.545
"ZAF",2003,52.6,2.7,46.127
"ZAF",2004,51.9,2.7,46.727
"ZAF",2005,51.6,2.7,47.35
"ZAF",2006,51.6,2.7,47.991
"ZAF",2007,52,2.6,48.658
"ZAF",2008,52.7,2.6,49.345
"ZAF",2009,53.5,2.6,50.055
"ZAF",2010,54.4,2.6,50.792
"ZAF",2011,55.3,2.6,51.554
"ZAF",2012,56.1,2.6,52.341
"ZAF",2013,56.8,2.5,53.158
"ZAF",2014,57.2,2.5,54.002
"COL",1985,67.7,3.4,30.80222
"COL",1986,67.9,3.3,31.44
"COL",1987,68,3.2,32.09697
"COL",1988,68.1,3.1,32.76711
"COL",1989,68.3,3.1,33.44691
"COL",1990,69.4,3,34.13002
"COL",1995,71,2.7,37.47218
"COL",2000,72.7,2.4,40.29556
"COL",2005,74.1,2.2,42.88859
"COL",2010,75.3,2,45.50959
"LVA",2002,70.1,1.3,2.31
"LVA",2003,70.5,1.3,2.288
"LVA",2004,70.8,1.3,2.263
"LVA",2005,70.6,1.4,2.239
"LVA",2006,70.6,1.5,2.218
"LVA",2007,70.8,1.5,2.2
"LVA",2008,72,1.6,2.177
"LVA",2009,72.6,1.5,2.142
"LVA",2010,73,1.4,2.098
"LVA",2011,73.7,1.3,2.06
"LVA",2012,73.9,1.4,2.034
